https://openreview.net/forum?id=4XKKUifQ9c	ClutterDexGrasp: A Sim-to-Real System for General Dexterous Grasping in Cluttered Scenes	Zeyuan Chen;Qiyang Yan;Yuanpei Chen;Tianhao Wu;Jiyao Zhang;Zihan Ding;Jinzhou Li;Yaodong Yang;Hao Dong	Cluttered Scene;Dexterous Grasping;Sim-to-Real		CoRL 2025 Oral	https://openreview.net/pdf/03293ba8eefdc68dc5f9cc65fb7ddb23b36d8a0a.pdf	https://openreview.net/attachment/a2a8303da3ce60838859bf4d3d853a66c93fb6b6.zip			Dexterous grasping in cluttered scenes presents significant challenges due to diverse object geometries, occlusions, and potential collisions. Existing methods primarily focus on single-object grasping or grasp-pose prediction without interaction, which are insufficient for complex, cluttered scenes. Recent vision-language-action models offer a potential solution but require extensive real-world demonstrations, making them costly and difficult to scale. To address these limitations, we revisit the sim-to-real transfer pipeline and develop key techniques that enable zero-shot deployment in reality while maintaining robust generalization. We propose ClutterDexGrasp, a two-stage teacher-student framework for closed-loop target-oriented dexterous grasping in cluttered scenes. The framework features a teacher policy trained in simulation using clutter density curriculum learning, incorporating both a novel geometry- and spatially-embedded scene representation and a comprehensive safety curriculum, enabling general, dynamic, and safe grasping behaviors. Through imitation learning, we distill the teacher's knowledge into a student 3D diffusion policy (DP3) that operates on partial point cloud observations. To the best of our knowledge, this represents the first zero-shot sim-to-real closed-loop system for target oriented dexterous grasping in cluttered scenes, demonstrating robust performance across diverse objects and layouts.
https://openreview.net/forum?id=gD6YV5OuW3	ScrewSplat: An End-to-End Method for Articulated Object Recognition	Seungyeon Kim;Junsu HA;Young Hun Kim;Yonghyeon Lee;Frank C. Park	Articulated objects;Gaussian splatting;Screw theory		CoRL 2025 Oral	https://openreview.net/pdf/9243e872c9c3f6dc91ff237a97963b8cd4073173.pdf	https://openreview.net/attachment/7bc4c2fe9782e886a3af5c9455d80588a4be04d9.zip	This paper proposes a novel framework for recognizing and manipulating articulated objects.		Articulated object recognition -- the task of identifying both the geometry and kinematic joints of objects with movable parts -- is essential for enabling robots to interact with everyday objects such as doors and laptops. However, existing approaches often rely on strong assumptions, such as a known number of articulated parts; require additional inputs, such as depth images; or involve complex intermediate steps that can introduce potential errors -- limiting their practicality in real-world settings. In this paper, we introduce **ScrewSplat**, a simple end-to-end method that operates solely on RGB observations. Our approach begins by randomly initializing screw axes, which are then iteratively optimized to recover the object’s underlying kinematic structure. By integrating with Gaussian Splatting, we simultaneously reconstruct the 3D geometry and segment the object into rigid, movable parts. We demonstrate that our method achieves state-of-the-art recognition accuracy across a diverse set of articulated objects, and further enables zero-shot, text-guided manipulation using the recovered kinematic model.
https://openreview.net/forum?id=Bw9NHYjDqR	CLONE: Closed-Loop Whole-Body Humanoid Teleoperation for Long-Horizon Tasks	Yixuan Li;Yutang Lin;Jieming Cui;Tengyu Liu;Wei Liang;Yixin Zhu;Siyuan Huang	Humanoid;Whole-body Control;Humanoid-Environment Interaction		CoRL 2025 Poster	https://openreview.net/pdf/fc21fb0b014b7944d7880b265b48d58093611d28.pdf	https://openreview.net/attachment/f53530f6cd7e8ba79b96b38bb5083710a52c8210.pdf	Holistic Closed-Loop Whole-Body Teleoperation	https://openreview.net/attachment/cabe1d6428752b58e051500b3f055fa81649df11.mp4	Humanoid robot teleoperation plays a vital role in demonstrating and collecting data for complex interactions. Current methods suffer from two key limitations: (1) restricted controllability due to decoupled upper- and lower-body control, and (2) severe drift caused by open-loop execution. These issues prevent humanoid robots from performing coordinated whole-body motions required for long-horizon loco-manipulation tasks. We introduce CLONE, a whole-body teleoperation system that overcomes these challenges through three key contributions: (1) a Mixture-of-Experts (MoE) whole-body control policy that enables complex coordinated movements, such as “picking up an object from the ground” and “placing it in a distant bin”; (2) a closed-loop error correction mechanism using LiDAR odometry, reducing translational drift to 12cm over 8.9-meter trajectories; and (3) a systematic data augmentation strategy that ensures robust performance under diverse, previously unseen operator poses. In extensive experiments, CLONE demonstrates robust performance across diverse scenarios while maintaining stable whole-body control. These capabilities significantly advance humanoid robotics by enabling the collection of long-horizon interaction data and establishing a foundation for more sophisticated humanoid-environment interaction in both research and practical applications.
https://openreview.net/forum?id=0ViTEgiFiQ	Disentangled Multi-Context Meta-Learning: Unlocking Robust and Generalized Task Learning	Seonsoo Kim;Jun-Gill Kang;Taehong Kim;Seongil Hong	Meta-Learning;Multi Task Learning;Quadruped Robot Locomotion		CoRL 2025 Poster	https://openreview.net/pdf/21a4cdd91c37f123616e5eb48a831f932bbc3aff.pdf	https://openreview.net/attachment/b8e495e152630f720a5029e348952e578f251e8f.zip	Explicit and selective context modeling enables robust and generalizable robot learning	https://openreview.net/attachment/301b63c48d5afddca8074d6ae5bf9d4ef0e4ca98.mp4	In meta-learning and its downstream tasks, many methods use implicit adaptation to represent task-specific variations. However, implicit approaches hinder interpretability and make it difficult to understand which task factors drive performance. In this work, we introduce a disentangled multi-context meta-learning framework that explicitly learns separate context vectors for different aspects that define a task. By decoupling these factors, our approach improves both robustness, through deeper task understanding, and generalization, by enabling context vector sharing across tasks with the same context. We evaluate our approach in two domains. First, on a sinusoidal regression benchmark, our model outperforms baselines on out-of-distribution tasks and generalizes to unseen sine functions by sharing context vectors associated with shared amplitudes or phase shifts. Second, in a quadruped locomotion task, we disentangle the robot-specific properties and the characteristics of the terrain in the robot dynamics model. Using these context vectors in reinforcement learning, the learned policy demonstrates improved robustness under out-of-distribution conditions, compared to a model using a single unified context. Furthermore, by effectively sharing context, our model enables successful sim-to-real policy transfer to challenging terrains with out-of-distribution robot-specific properties using only real data from flat terrain, which is not achievable with single-task adaptation.
https://openreview.net/forum?id=1n1Liq6So4	Meta-Optimization and Program Search using Language Models for Task and Motion Planning	Denis Shcherba;Eckart Cobo-Briesewitz;Cornelius V. Braun;Marc Toussaint	Task and Motion Planning;LLMs as Optimizers;Trajectory Optimization		CoRL 2025 Poster	https://openreview.net/pdf/6fed0a32ebdb2a2c20c766d5ef7ea57ccdcb2935.pdf	https://openreview.net/attachment/042046c99c92632a036e6e40fd0e122011998816.zip		https://openreview.net/attachment/ab68d4b1f7a0739b9c412a8971031fd45b49ed8f.zip	Intelligent interaction with the real world requires robotic agents to jointly reason over high-level plans and low-level controls. This requirement is formalized in the task and motion planning (TAMP) problem, in which symbolic planning and continuous trajectory generation must be solved in a coordinated manner. Recently, foundation model-based approaches to TAMP have presented impressive results, including fast planning times and the execution of natural language instructions. Yet, the optimal interface between high-level plan and low-level motion generation remains to be found: prior approaches are limited by either too much abstraction (e.g., chaining simplified skill primitives) or a lack thereof (e.g., direct joint angle prediction). Our method introduces a novel technique employing a form of meta-optimization to address these shortcomings by: (i) using program search over trajectory optimization problems as an interface between foundation model and robot controllers, and (ii) leveraging a zero-order method to optimize numerical values in the foundation model output. Results on challenging object manipulation and drawing tasks confirm that our proposed method improves over prior TAMP approaches.
https://openreview.net/forum?id=U9zcbQVDGa	Text2Touch: Tactile In-Hand Manipulation with LLM-Designed Reward Functions	Harrison Field;Max Yang;Yijiong Lin;Efi Psomopoulou;David A.W. Barton;Nathan F. Lepora	Tactile Sensing;Reinforcement Learning;Large Language Models		CoRL 2025 Poster	https://openreview.net/pdf/d2618ad9a45d0f279a1f2b5606bb76dbb6d3030a.pdf	https://openreview.net/attachment/6cc0ee830e7ce48b2ffde13022477e3c9ee66dbf.zip	Text2Touch employs targeted prompt engineering to steer an LLM into automatically generating reward functions that solve a challenging tactile in-hand manipulation task on real hardware, outperforming a human-engineered baseline.	https://openreview.net/attachment/fa3461a6ac2d956274b5ed3e42dc947fa06c5eeb.mp4	Large language models (LLMs) are beginning to automate reward design for dexterous manipulation. However, no prior work has considered tactile sensing, which is known to be critical for human-like dexterity. We present Text2Touch, bringing LLM-crafted rewards to the challenging task of multi-axis in-hand object rotation with real-world vision based tactile sensing in palm-up and palm-down configurations. Our prompt engineering strategy scales to over 70 environment variables, and sim-to-real distillation enables successful policy transfer to a tactile-enabled fully actuated four-fingered dexterous robot hand. Text2Touch significantly outperforms a carefully tuned human-engineered baseline, demonstrating superior rotation speed and stability while relying on reward functions that are an order of magnitude shorter and simpler. These results illustrate how LLM-designed rewards can significantly reduce the time from concept to deployable dexterous tactile skills, supporting more rapid and scalable multimodal robot learning.
https://openreview.net/forum?id=ypDETG94BS	Multi-Loco: Unifying Multi-Embodiment Legged Locomotion via Reinforcement Learning Augmented Diffusion	Shunpeng Yang;Zhen Fu;Zhefeng Cao;Guo Junde;Patrick Wensing;Wei Zhang;Hua Chen	Locomotion;Legged Robots;Multi-Embodiment;Diffusion Model;Reinforcement Learning		CoRL 2025 Poster	https://openreview.net/pdf/52497c4aabeb3414a6d6da8bdf84a792ba2d2114.pdf	https://openreview.net/attachment/02a6f9328ef6355a9317c3086c96d9ef813e426d.zip		https://openreview.net/attachment/63a8b9727268510bf8ca5c37e107b5436ed45a34.mp4	Generalizing locomotion policies across diverse legged robots with varying morphologies is a key challenge due to differences in observation/action dimensions and system dynamics. In this work, we propose \textit{Multi-Loco}, a novel unified framework combining a morphology-agnostic generative diffusion model with a lightweight residual policy optimized via reinforcement learning (RL). The diffusion model captures morphology-invariant locomotion patterns from diverse cross-embodiment datasets, improving generalization and robustness. The residual policy is shared across all embodiments and refines the actions generated by the diffusion model, enhancing task-aware performance and robustness for real-world deployment. We evaluated our method with a rich library of four legged robots in both simulation and real-world experiments. Compared to a standard RL framework with PPO, our approach - replacing the Gaussian policy with a diffusion model and residual term - achieves a 10.35\% average return improvement, with gains up to 13.57\% in wheeled-biped locomotion tasks. These results highlight the benefits of cross-embodiment data and composite generative architectures in learning robust, generalized locomotion skills.
https://openreview.net/forum?id=MJmzIunyBy	SimShear: Sim-to-Real Shear-based Tactile Servoing	Kipp Freud;Yijiong Lin;Nathan F. Lepora	tactile sensing;sim-to-real;tactile servoing		CoRL 2025 Poster	https://openreview.net/pdf/43ef217a11165f83d2e6b9d575aa523027f2f6e7.pdf	https://openreview.net/attachment/b54cefe642594c6be6694a28284cd168481ec9c4.zip	We introduce SimShear that addresses some drawbacks of current tactile real-to-sim pipelines—namely, the lack of shear in rigid-body simulation and the need to translate real images into the simulated domain at every inference step.	https://openreview.net/attachment/266361b68aae096158ab30f1c3dac0826e5281cc.zip	We present SimShear: a sim-to-real pipeline for tactile control that allows use of shear information without explicitly modeling shear dynamics in simulation. Shear, which arises from lateral movements across contact surfaces, are critical for tasks involving dynamic object interactions but are challenging to simulate. We introduce shPix2pix: a shear-conditioned U-Net GAN that transforms simulated tactile images absent of shear plus a vector encoding shear information into realistic equivalents that include shear deformations, and show this outperforms baseline pix2pix methods for simulating tactile images and pose/shear prediction. This is applied to two control tasks using a pair of low-cost desktop robotic arms equipped with a vision-based tactile sensor: first, a tactile tracking task, where a follower arm tracks a surface moved by the leader arm; second, a collaborative co-lift task, where both arms jointly hold an object while the leader arm moves along a prescribed trajectory. Our method maintain contact errors within 1-2 mm across varied trajectories where shear sensing is essential for task performance. This work validates the use of sim-to-real shear modeling with rigid-body simulators, opening new possibilities for simulation in tactile robotics.
https://openreview.net/forum?id=Ict1OjU9gl	Focusing on What Matters: Object-Agent-centric Tokenization for Vision Language Action models	Rokas Bendikas;Daniel Dijkman;Markus Peschl;Sanjay Haresh;Pietro Mazzaglia	visual-language-action models;object-centric representations;robotic manipulation;imitation learning		CoRL 2025 Poster	https://openreview.net/pdf/e3b8f5360b1bcfa1afc25af5cdf129c5abe762c0.pdf	https://openreview.net/attachment/961a2f003a0cd5596e1343ce32096c633263ef33.zip	We drastically reduce the number of visual tokens processed in VLAs to the objects that matter for the agent and find that our approach offers an increase in training efficiency while slightly outperforming its non-object-centric counterpart.	https://openreview.net/attachment/f606c29f2177b51b2896ad44a8a68f86c3466a5c.zip	Vision-Language-Action (VLA) models offer a pivotal approach to learning robotic manipulation at scale by repurposing large pre-trained Vision-Language-Models (VLM) to output robotic actions. However, adapting VLMs for robotic domains comes with an unnecessarily high computational cost, which we attribute to the tokenization scheme of visual inputs. In this work, we aim to enable efficient VLA training by proposing Oat-VLA, an Object-Agent-centric Tokenization for VLAs. Building on the insights of object-centric representation learning, our method introduces an inductive bias towards scene objects and the agent's own visual information. As a result, we find that Oat-VLA can drastically reduce the number of visual tokens  to just a few tokens without sacrificing performance. We reveal that Oat-VLA converges at least twice as fast as OpenVLA on the LIBERO suite, as well as outperform OpenVLA in diverse real-world pick and place tasks.
https://openreview.net/forum?id=xPryDEv2YH	AT-Drone: Benchmarking Adaptive Teaming in Multi-Drone Pursuit	Yang Li;Junfan Chen;Feng Xue;Jiabin Qiu;Wenbin Li;Qingrui Zhang;Ying Wen;Wei Pan	adaptive teaming;multi-robot collaboration;multi-drone pursuit		CoRL 2025 Poster	https://openreview.net/pdf/750bf92a936d3f0895c9be3f623deeb4841c87f0.pdf				Adaptive teaming—the capability of agents to effectively collaborate with unfamiliar teammates without prior coordination—is widely explored in virtual video games but overlooked in real-world multi-robot contexts. Yet, such adaptive collaboration is crucial for real-world applications, including border surveillance, search-and-rescue, and counter-terrorism operations. To address this gap, we introduce AT-Drone, the first dedicated benchmark explicitly designed to facilitate comprehensive training and evaluation of adaptive teaming strategies in multi-drone pursuit scenarios. AT-Drone makes the following key contributions: (1) An adaptable simulation environment configurator that enables intuitive and rapid setup of adaptive teaming multi-drone pursuit tasks, including four predefined pursuit environments. (2) A streamlined real-world deployment pipeline that seamlessly translates simulation insights into practical drone evaluations using edge devices (such as Jetson Orin Nano) and Crazyflie drones. (3) A novel algorithm zoo integrated with a distributed training framework, featuring diverse algorithms explicitly tailored, for the first time, to multi-pursuer and multi-evader drone pursuit task. (4) Standardized evaluation protocols with newly designed unseen drone zoos, explicitly designed to rigorously assess the performance of adaptive teaming. Comprehensive experimental evaluations across four progressively challenging multi-drone pursuit scenarios confirm AT-Drone's effectiveness in advancing adaptive teaming research. Real-world drone experiments further validate its practical feasibility and utility for realistic robotic operations. Videos, code and weights are available at \url{https://sites.google.com/view/at-drone}.
